,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7823,28,Coventry Summit,Philip,Patel,50,Husband,Married,Male,Building services engineer,None,Christian
7824,28,Coventry Summit,Paula,Cameron,18,Daughter,Single,Female,Student,None,Christian
7825,28,Coventry Summit,Julie,Cameron,17,Daughter,NA,Female,Student,None,NA
7826,29,Coventry Summit,Sara,Knight,62,Head,Married,Female,"Engineer, chemical",None,Catholic
7827,29,Coventry Summit,Patrick,Knight,64,Husband,Married,Male,Herpetologist,None,Catholic
7828,29,Coventry Summit,Helen,Knight,40,Daughter,Single,Female,Public relations account executive,None,Catholic
7829,29,Coventry Summit,Naomi,Knight,36,Daughter,Divorced,Female,Unemployed,None,None
7830,29,Coventry Summit,June,Knight,35,Daughter,Single,Female,Ophthalmologist,None,None
7831,30,Coventry Summit,Chelsea,Smith,47,Head,Single,Female,Unemployed,None,None
7832,30,Coventry Summit,Victor,Smith,17,Son,NA,Male,Student,None,NA
7833,30,Coventry Summit,Reece,Smith,14,Son,NA,Male,Student,None,NA
7834,30,Coventry Summit,Shirley,Smith,13,Daughter,NA,Female,Student,Physical Disability,NA
7835,31,Coventry Summit,Danielle,Brown,55,Head,Married,Female,"Engineer, energy",None,None
7836,31,Coventry Summit,Alan,Brown,57,Husband,Married,Male,Editorial assistant,None,None
7837,31,Coventry Summit,Joe,Brown,20,Son,Single,Male,University Student,None,None
7838,31,Coventry Summit,Lisa,Brown,20,Daughter,Divorced,Female,University Student,None,None
7839,32,Coventry Summit,Janet,Johnson,38,Head,Married,Female,"Psychologist, occupational",None,Christian
7840,32,Coventry Summit,Nigel,Johnson,43,Husband,Married,Male,Research scientist (physical sciences),None,None
7841,33,Coventry Summit,Nigel,Young,23,Head,Single,Male,"Production assistant, radio",None,None
7842,33,Coventry Summit,Barbara,Rahman,22,None,Single,f,University Student,None,Christian
7843,33,Coventry Summit,Kim,West,48,None,Single,Female,Meteorologist,None,Catholic
7844,33,Coventry Summit,Joyce,Harris,51,None,Single,Female,Optometrist,None,Christian
7845,34,Coventry Summit,Duncan,Lamb,45,Head,Married,Male,"Engineer, automotive",None,Catholic
7846,34,Coventry Summit,Melanie,Lamb,46,Wife,Married,Female,"Designer, exhibition/display",None,None
7847,35,Coventry Summit,Nicole,Jones,63,Head,Single,Female,IT sales professional,None,Christian
7848,35,Coventry Summit,Garry,Williams,68,Partner,Single,Male,Retired Human resources officer,None,Christian
7849,35,Coventry Summit,Louis,Jones,24,Son,Single,Male,Museum/gallery exhibitions officer,None,Christian
7850,35,Coventry Summit,Lee,Jones,24,Son,Single,Male,Animal technologist,None,None
7851,35,Coventry Summit,Steven,Jones,23,Son,Single,Male,Volunteer coordinator,None,None
7852,35,Coventry Summit,Antony,Jones,14,Son,NA,Male,Student,None,NA
7853,36,Coventry Summit,Vanessa,Khan,35,Head,Married,Female,"Scientist, product/process development",None,Christian
7854,36,Coventry Summit,Victor,Khan,41,Husband,Married,Male,Secondary school teacher,None,None
7855,36,Coventry Summit,Lauren,Khan,11,Daughter,NA,Female,Student,None,NA
7856,37,Coventry Summit,Charlotte,Shaw,37,Head,Widowed,Female,Broadcast presenter,None,None
7857,37,Coventry Summit,George,Shaw,4,Son,NA,Male,Child,None,NA
7858,37,Coventry Summit,Andrea,Shaw,3,Daughter,NA,Female,Child,None,NA
7859,37,Coventry Summit,Kimberley,May,64,Lodger,Single,Female,Museum/gallery conservator,None,Christian
7860,38,Coventry Summit,Olivia,Bennett,76,Head,Married,Female,Retired Magazine journalist,None,Christian
7861,38,Coventry Summit,Bradley,Bennett-Thomas,78,Husband,Married,Male,Retired Environmental manager,None,Christian
7862,38,Coventry Summit,Craig,Bennett-Thomas,45,Son,Divorced,Male,"Psychologist, educational",None,None
7863,38,Coventry Summit,Sara,Bennett-Thomas,41,Daughter,Single,Female,Investment analyst,None,Christian
7864,39,Coventry Summit,Linda,Palmer,28,Head,Married,Female,Soil scientist,None,Catholic
7865,39,Coventry Summit,Rhys,Palmer,30,Husband,Married,Male,Research scientist (physical sciences),None,None
7866,39,Coventry Summit,Christine,Bradshaw,59,Lodger,Single,F,Printmaker,None,Christian
7867,39,Coventry Summit,Pauline,Jones,29,Lodger,Single,Female,Water engineer,None,None
7868,40,Coventry Summit,Dawn,Walton,51,Head,Single,Female,"Editor, film/video",None,Christian
7869,41,Coventry Summit,Jemma,Lees,50,Head,Divorced,Female,Unemployed,None,None
7870,41,Coventry Summit,Kenneth,Lees,11,Son,NA,Male,Student,None,NA
7871,41,Coventry Summit,Irene,Lees,7,Daughter,NA,Female,Student,None,NA
7872,41,Coventry Summit,Max,Lees,3,Son,NA,Male,Child,None,NA
7873,42,Coventry Summit,Kate,Rowe,35,Head,Married,Female,"Nurse, children's",None,None
7874,42,Coventry Summit,Barry,Rowe,30,Husband,Married,Male,Archaeologist,None,None
7875,42,Coventry Summit,Steven,Hope,6,Son,NA,Male,Student,None,NA
7876,42,Coventry Summit,Brandon,Hope,5,Son,NA,Male,Student,None,NA
7877,1,Morris Road,Beth,Hall,47,Head,Single,Female,Unemployed,None,Methodist
7878,1,Morris Road,Derek,Hall,13,Son,NA,Male,Student,None,NA
7879,1,Morris Road,Vincent,Hall,9,Son,NA,Male,Student,None,NA
7880,2,Morris Road,Derek,Lee,23,Head,Married,Male,Wellsite geologist,None,Methodist
7881,2,Morris Road,Hayley,Lee,23,Wife,Married,Female,Unemployed,None,Methodist
7882,3,Morris Road,Linda,Brown,43,Head,Married,Female,Naval architect,None,None
7883,3,Morris Road,Dale,Brown,52,Husband,Married,Male,"Designer, multimedia",None,None
7884,3,Morris Road,Georgia,Brown,12,Daughter,NA,Female,Student,None,NA
7885,3,Morris Road,Bethan,Brown,12,Daughter,NA,Female,Student,None,NA
7886,3,Morris Road,Ronald,Brown,11,Son,NA,Male,Student,None,NA
7887,3,Morris Road,Bryan,Brown,9,Son,NA,Male,Student,None,NA
7888,4,Morris Road,Irene,Lee,46,Head,Married,Female,Commercial/residential surveyor,None,Christian
7889,4,Morris Road,Arthur,Lee,48,Husband,Married,Male,Music tutor,None,Christian
7890,4,Morris Road,Sheila,Alexander-Lee,21,Daughter,Divorced,Female,Unemployed,None,Christian
7891,4,Morris Road,Joanne,Alexander-Lee,0,Daughter,NA,Female,Child,None,NA
7892,5,Morris Road,Nicola,Harding,58,Head,Married,Female,"Geneticist, molecular",None,None
7893,5,Morris Road,Leslie,Harding,58,Husband,Married,Male,Museum/gallery conservator,None,None
7894,5,Morris Road,Steven,Harding,29,Son,Single,Male,Dispensing optician,None,None
7895,5,Morris Road,Jacob,Harding,26,Son,Single,Male,"Conservation officer, historic buildings",None,None
7896,5,Morris Road,Sheila,Harding,22,Daughter,Single,female,University Student,None,None
7897,5,Morris Road,Katy,Harding,4,Daughter,NA,Female,Child,None,NA
7898,6,Morris Road,Ellie,Smith,33,Head,Married,Female,Printmaker,None,None
7899,6,Morris Road,Harry,Smith,32,Husband,M,Male,Homeopath,None,None
7900,6,Morris Road,Phillip,Smith,2,Son,NA,M,Child,None,NA
7901,6,Morris Road,Sally,Smith,2,Daughter,NA,Female,Child,None,NA
7902,7,Morris Road,Glen,Harris,57,Head,Single,Male,Osteopath,None,Jewish
7903,7,Morris Road,Donna,Baxter,45,None,Single,Female,"Engineer, manufacturing",None,Catholic
7904,7,Morris Road,Marcus,Dyer,50,None,Single,Male,Chief Marketing Officer,None,None
7905,7,Morris Road,Nicola,Wilkinson,58,None,Single,Female,Multimedia programmer,None,None
7906,8,Morris Road,Philip,Robson,46,Head,Single,Male,Theatre stage manager,None,None
7907,9,Morris Road,Rachel,Davies,67,Head,Married,Female,Building services engineer,None,Christian
7908,9,Morris Road,Phillip,Davies,71,Husband,Married,Male,Retired Oncologist,None,Christian
7909,9,Morris Road,Dorothy,Davies,27,Daughter,Single,F,Unemployed,None,Christian
7910,9,Morris Road,Mary,Davies,8,Daughter,NA,Female,Student,None,NA
7911,10,Morris Road,Geraldine,Quinn,35,Head,Divorced,Female,Quarry manager,None,None
7912,10,Morris Road,Grace,Quinn,11,Daughter,NA,Female,Student,None,NA
7913,10,Morris Road,Clifford,Quinn,10,Son,NA,Male,Student,None,NA
7914,10,Morris Road,Jade,Quinn,9,Daughter,NA,Female,Student,None,NA
7915,10,Morris Road,Clifford,Quinn,7,Son,NA,Male,Student,None,NA
7916,11,Morris Road,Nicola,Owen,29,Head,Divorced,Female,Unemployed,None,Muslim
7917,11,Morris Road,David,Owen,4,Son,NA,Male,Child,None,NA
7918,11,Morris Road,Brandon,Owen,1,Son,NA,Male,Child,None,NA
7919,11,Morris Road,Kimberley,Long,52,Lodger,Divorced,Female,"Librarian, academic",None,Christian
7920,12,Morris Road,Holly,Goddard,65,Head,Married,female,"Journalist, newspaper",None,None
7921,12,Morris Road,Trevor,Goddard,62,Husband,Married,Male,"Surveyor, minerals",None,None
7922,12,Morris Road,Mohammed,Goddard,15,Son,NA,Male,Student,None,NA
7923,12,Morris Road,Anna,Goddard,13,Daughter,NA,Female,Student,None,NA
7924,13,Morris Road,Jasmine,Cook,55,Head,Single,Female,Research scientist (physical sciences),None,Christian
7925,13,Morris Road,Conor,Cook,28,Son,Single,Male,Acupuncturist,None,None
7926,13,Morris Road,Annette,Cook,25,Daughter,Single,Female,"Journalist, broadcasting",None,Christian
7927,13,Morris Road,Russell,Cook,23,Son,Single,Male,Field seismologist,None,Christian
7928,14,Morris Road,Dorothy,Hughes,48,Head,Married,Female,Barrister's clerk,None,Christian
7929,14,Morris Road,Kenneth,Hughes-Cook,47,Husband,Married,Male,Civil Service administrator,None,Christian
7930,14,Morris Road,Stewart,Hughes-Cook,28,Son,Divorced,Male,Planning and development surveyor,None,Christian
7931,14,Morris Road,Anna,Hughes-Cook,5,Daughter,NA,Female,Student,None,NA
7932,15,Morris Road,Margaret,Webster,47,Head,Married,Female,"Administrator, local government",None,Christian
7933,15,Morris Road,Bernard,Webster,48,Husband,Married,Male,Banker,None,Christian
7934,15,Morris Road,Lynne,Webster,23,Daughter,Single,Female,Training and development officer,None,Christian
7935,15,Morris Road,Stacey,Webster,20,Daughter,Single,Female,University Student,None,Christian
7936,16,Morris Road,Wendy,Quinn,30,Head,Married,Female,Unemployed,None,Catholic
7937,16,Morris Road,Stanley,Quinn,29,Husband,Married,Male,"Designer, television/film set",None,Catholic
7938,16,Morris Road,Adam,Quinn,0,Son,NA,Male,Child,None,NA
7939,16,Morris Road,Holly,Harris,47,Lodger,Single,Female,Graphic designer,None,Catholic
7940,17,Morris Road,Pamela,Collins,83,Head,Married,Female,"Retired Engineer, civil (consulting)",None,None
7941,17,Morris Road,Trevor,Collins,80,Husband,Married,Male,Retired Financial manager,None,None
7942,18,Morris Road,Lynne,Hussain,48,Head,Single,Female,"Lecturer, further education",None,Methodist
7943,18,Morris Road,Allan,Vaughan,48,Partner,Single,Male,Probation officer,None,Methodist
7944,18,Morris Road,Marie,Hussain,12,Daughter,NA,Female,Student,None,NA
7945,18,Morris Road,Samuel,Hussain,4,Son,NA,Male,Child,None,NA
7946,19,Morris Road,Abigail,Buckley,57,Head,Married,Female,Psychiatrist,None,None
7947,19,Morris Road,Jamie,Buckley,61,Husband,Married,Male,Advertising art director,None,None
7948,19,Morris Road,Douglas,Buckley,20,Son,Single,Male,University Student,None,None
7949,19,Morris Road,Lorraine,Buckley,17,Daughter,NA,Female,Student,None,NA
7950,20,Morris Road,Janet,Parkinson,42,Head,Married,Female,Public librarian,None,Methodist
7951,20,Morris Road,Jason,Parkinson,41,Husband,Married,Male,Education administrator,None,Methodist
7952,20,Morris Road,Pamela,Parkinson,13,Daughter,NA,Female,Student,None,NA
7953,20,Morris Road,Russell,Parkinson,9,Son,NA,Male,Student,None,NA
7954,21,Morris Road,Sam,Walton,43,Head,Divorced,Male,Marine scientist,None,Christian
7955,22,Morris Road,Lydia,Johnston,39,Head,Single,Female,Unemployed,None,None
7956,22,Morris Road,Leon,Price,41,Partner,Single,Male,Psychotherapist,None,None
7957,23,Morris Road,Brenda,Barrett,75,Head,Married,Female,Retired Environmental consultant,None,None
7958,23,Morris Road,Eric,Barrett,82,Husband,Married,Male,Retired Health visitor,None,None
7959,24,Morris Road,Julian,Holmes,36,Head,Single,Male,Financial trader,None,None
7960,24,Morris Road,Rachel,Begum,30,Partner,Single,Female,Legal executive,None,None
7961,24,Morris Road,Rebecca,Holmes,5,Daughter,NA,Female,Student,None,NA
7962,24,Morris Road,Leonard,Robinson,41,Lodger,Single,Male,Civil Service administrator,None,Catholic
7963,24,Morris Road,Melissa,Savage,27,Lodger,Single,Female,Catering manager,None,Methodist
7964,24,Morris Road,Matthew,Booth,53,Lodger,Single,Male,"Programmer, applications",None,None
7965,25,Morris Road,Tracey,Owens,44,Head,Married,Female,Chief of Staff,None,None
7966,25,Morris Road,Callum,Owens,46,Husband,Married,Male,Musician,None,None
7967,25,Morris Road,Nicola,Owens,12,Daughter,NA,Female,Student,None,NA
7968,25,Morris Road,Charlie,Owens,8,Son,NA,Male,Student,None,NA
7969,25,Morris Road,Gordon,Owens,5,Son,NA,M,Student,None,NA
7970,25,Morris Road,Andrew,Owens,3,Son,NA,Male,Child,None,NA
7971,26,Morris Road,Sylvia,Coleman,48,Head,Single,Female,Unemployed,None,Catholic
7972,26,Morris Road,Barbara,Coleman,12,Daughter,NA,Female,Student,None,NA
7973,26,Morris Road,Melissa,Coleman,8,Daughter,NA,Female,Student,None,NA
7974,26,Morris Road,Hannah,Coleman,6,Daughter,NA,Female,Student,None,NA
7975,27,Morris Road,Marion,Richardson,56,Head,Married,Female,Research scientist (life sciences),None,None
7976,27,Morris Road,Martyn,Richardson,59,Husband,Married,Male,Medical illustrator,None,None
7977,27,Morris Road,Owen,Richardson,22,Son,Single,Male,University Student,None,None
7978,27,Morris Road,Ian,Richardson,19,Son,Single,M,University Student,Physical Disability,None
7979,28,Morris Road,Claire,Hunt,30,Head,Single,Female,PhD Student,None,Methodist
7980,28,Morris Road,Amanda,Mitchell,18,None,Single,Female,University Student,None,Christian
7981,29,Morris Road,Nicole,Hudson,44,Head,Single,Female,Retail banker,None,Catholic
7982,29,Morris Road,Leslie,Cole,27,None,Single,Male,Investment analyst,None,None
7983,29,Morris Road,Rita,Williams,56,None,Divorced,Female,Information systems manager,None,Catholic
7984,30,Morris Road,Dorothy,Brown,40,Head,Married,Female,Call centre manager,None,None
7985,30,Morris Road,Michael,Brown,42,Husband,Married,Male,Jewellery designer,None,None
7986,30,Morris Road,Paul,Brown,13,Son,NA,Male,Student,None,NA
7987,30,Morris Road,Graham,Brown,11,Son,NA,Male,Student,None,NA
7988,30,Morris Road,Daniel,Brown,10,Son,NA,Male,Student,None,NA
7989,30,Morris Road,Oliver,Brown,7,Son,NA,Male,Student,None,NA
7990,31,Morris Road,Beth,Goodwin,55,Head,Married,Female,Travel agency manager,None,None
7991,31,Morris Road,Bryan,Goodwin,57,Husband,Married,Male,Unemployed,None,None
7992,31,Morris Road,Nicole,Goodwin,18,Daughter,Single,Female,Student,None,None
7993,32,Morris Road,Sian,Wilson,41,Head,Married,female,Fish farm manager,None,Catholic
7994,32,Morris Road,Benjamin,Wilson,41,Husband,Married,Male,"Designer, furniture",None,None
7995,32,Morris Road,Yvonne,Wilson,16,Daughter,NA,Female,Student,None,NA
7996,32,Morris Road,Steven,Wilson,13,Son,NA,Male,Student,None,NA
7997,32,Morris Road,Stephen,Wilson,9,Son,NA,Male,Student,None,NA
7998,33,Morris Road,Ann,Whitehouse,27,Head,Single,Female,"Horticulturist, amenity",None,None
7999,33,Morris Road,Darren,Kerr,30,Partner,Single,Male,Engineering geologist,None,None
8000,34,Morris Road,Joan,Hunter,33,Head,Single,Female,Medical secretary,None,None
8001,34,Morris Road,Brandon,Wall,36,Partner,Single,Male,Games developer,None,None
8002,34,Morris Road,Lorraine,Hunter,1,Daughter,NA,Female,Child,None,NA
8003,35,Morris Road,Catherine,Roberts,41,Head,Married,Female,Press photographer,None,None
8004,35,Morris Road,Carl,Roberts,43,Husband,Married,Male,Data scientist,None,None
8005,35,Morris Road,Harriet,Roberts,12,Daughter,NA,Female,Student,None,NA
8006,35,Morris Road,Owen,Roberts,8,Son,NA,Male,Student,None,NA
8007,35,Morris Road,Hilary,Perry-Roberts,3,Daughter,NA,Female,Child,None,NA
8008,36,Morris Road,Jessica,Baxter,52,Head,Married,Female,Mining engineer,None,Christian
8009,36,Morris Road,Alex,Baxter,54,Husband,Married,Male,Oceanographer,None,Christian
8010,36,Morris Road,Rosemary,Baxter,18,Daughter,Single,Female,Student,None,None
8011,36,Morris Road,Eleanor,Baxter,16,Daughter,NA,Female,Student,None,NA
8012,37,Morris Road,Chelsea,Hart,46,Head,Single,Female,Unemployed,None,Christian
8013,38,Morris Road,Jade,Stanley,65,Head,Married,Female,Forest/woodland manager,None,Methodist
8014,38,Morris Road,Philip,Stanley,67,Husband,Married,Male,Commercial art gallery manager,None,Methodist
8015,38,Morris Road,Elaine,Stanley,29,Daughter,Single,Female,Social researcher,None,Methodist
8016,38,Morris Road,Molly,Stanley,28,Daughter,Single,Female,Archivist,None,Methodist
8017,39,Morris Road,Marilyn,Martin,43,Head,D,Female,Ergonomist,None,Christian
8018,39,Morris Road,Helen,Martin,19,Daughter,Single,Female,University Student,None,Christian
8019,39,Morris Road,Carole,Martin,16,Daughter,NA,Female,Student,None,NA
8020,39,Morris Road,Georgia,Martin,10,Daughter,NA,Female,Student,None,NA
8021,40,Morris Road,Gordon,Murphy,64,Head,Single,Male,Wellsite geologist,None,None
8022,40,Morris Road,Simon,Donnelly,47,None,Single,Male,Television/film/video producer,None,Christian
8023,40,Morris Road,Louis,Jackson,27,None,Single,Male,Community development worker,None,Muslim
8024,40,Morris Road,Jay,West,27,None,Single,M,Social researcher,None,Christian
8025,40,Morris Road,Adam,Alexander,51,None,Single,Male,Data processing manager,None,Christian
8026,41,Morris Road,Leah,Miller,60,Head,Married,Female,Unemployed,None,Christian
8027,41,Morris Road,Dominic,Miller,62,Husband,Married,Male,Higher education lecturer,None,None
8028,41,Morris Road,Joanna,Miller,42,Daughter,Single,Female,"Development worker, international aid",None,Christian
8029,41,Morris Road,Victor,Miller,39,Son,Single,Male,"Engineer, materials",None,Christian
8030,41,Morris Road,Patrick,Miller,38,Son,Divorced,Male,Adult nurse,None,Christian
8031,41,Morris Road,Lorraine,Miller,34,Daughter,Single,Female,"Conservator, furniture",None,Christian
8032,42,Morris Road,Kelly,Banks,64,Head,Married,Female,Unemployed,None,None
8033,42,Morris Road,Conor,Banks,68,Husband,Married,Male,Retired Advice worker,None,None
8034,42,Morris Road,Sandra,Banks,20,Daughter,Divorced,Female,University Student,None,None
8035,43,Morris Road,Josh,Foster,55,Head,Single,Male,Radio broadcast assistant,None,Christian
8036,43,Morris Road,Barbara,Foster,16,Daughter,NA,Female,Student,None,NA
8037,43,Morris Road,Graham,Foster,14,Son,NA,Male,Student,None,NA
8038,43,Morris Road,Amy,Foster,12,Daughter,NA,Female,Student,Unknown Infection,NA
8039,44,Morris Road,Emily,Smith,39,Head,Married,Female,Glass blower/designer,None,Christian
8040,44,Morris Road,Nicholas,Smith,44,Husband,Married,Male,Medical sales representative,None,None
8041,44,Morris Road,Eileen,Smith,22,Adopted Daughter,Divorced,Female,University Student,None,Christian
8042,44,Morris Road,Graham,Clark-Smith,19,Son,Divorced,Male,University Student,None,Christian
8043,44,Morris Road,Michael,Clark-Smith,17,Son,NA,Male,Student,None,NA
8044,45,Morris Road,Rita,Allen,61,Head,Single,Female,Technical brewer,None,None
8045,45,Morris Road,Josh,Ford,24,None,Single,Male,Print production planner,None,Catholic
8046,45,Morris Road,Lee,Bryant,27,None,Single,Male,Legal executive,None,None
8047,45,Morris Road,William,Carter,26,None,Single,Male,Horticultural therapist,None,None
8048,46,Morris Road,Christian,Patterson,68,Head,Widowed,Male,Retired Osteopath,None,Methodist
8049,47,Morris Road,Olivia,James,40,Head,Married,Female,Patent examiner,None,Catholic
8050,47,Morris Road,Jack,James,44,Husband,Married,Male,Database administrator,None,Catholic
8051,47,Morris Road,Marian,James,17,Daughter,NA,Female,Student,None,NA
8052,47,Morris Road,Ruth,James,14,Daughter,NA,Female,Student,None,NA
8053,48,Morris Road,Samuel,Cox,34,Head,Single,Male,Unemployed,None,None
8054,48,Morris Road,Helen,Cox,9,Daughter,NA,Female,Student,None,NA
8055,48,Morris Road,Janice,Cox,6,Daughter,NA,Female,Student,None,NA
8056,48,Morris Road,Glen,Cox,6,Son,NA,Male,Student,None,NA
8057,49,Morris Road,Megan,Holmes,74,Head,Widowed,Female,Retired Music tutor,None,Methodist
8058,49,Morris Road,Jodie,Allan-Holmes,13,Granddaughter,NA,Female,Student,None,NA
8059,50,Morris Road,Emily,Smith,47,Head,Single,Female,Unemployed,None,Methodist
8060,50,Morris Road,Luke,Smith,17,Son,NA,m,Student,None,NA
8061,50,Morris Road,Ben,Smith,13,Son,NA,M,Student,None,NA
8062,50,Morris Road,Jake,Smith,10,Son,NA,Male,Student,None,NA
8063,51,Morris Road,Marian,Read,34,Head,Single,Female,Print production planner,None,None
8064,51,Morris Road,Paul,Marshall,37,Partner,Single,Male,Unemployed,None,None
8065,51,Morris Road,Shannon,Read,8,Daughter,NA,Female,Student,None,NA
8066,52,Morris Road,Sandra,Smith,62,Head,Married,Female,"Engineer, maintenance (IT)",None,Christian
8067,52,Morris Road,Albert,Smith,64,Husband,Married,Male,Civil Service administrator,None,Christian
8068,52,Morris Road,Allan,Smith,43,Son,Single,Male,Communications engineer,None,None
8069,52,Morris Road,Iain,Smith,42,Son,Single,Male,Fitness centre manager,None,Christian
8070,53,Morris Road,Heather,Newton,53,Head,Single,Female,"Teacher, English as a foreign language",None,None
8071,53,Morris Road,Hugh,Holmes,56,Partner,Single,Male,Cytogeneticist,None,None
8072,53,Morris Road,Leah,Newton,23,Daughter,Single,Female,Chief Financial Officer,None,None
8073,53,Morris Road,Mandy,Newton,4,Daughter,NA,Female,Child,None,NA
8074,54,Morris Road,Abbie,Dixon,22,Head,Married,Female,University Student,None,Catholic
8075,54,Morris Road,Jack,Dixon,20,Husband,Married,Male,University Student,None,Catholic
8076,54,Morris Road,Owen,Dixon,5,Son,NA,Male,Student,None,NA
8077,54,Morris Road,Malcolm,Whittaker-Dixon,2,Son,NA,Male,Child,None,NA
8078,55,Morris Road,Harriet,Preston,50,Head,Married,Female,"Designer, textile",None,Catholic
8079,55,Morris Road,Mohamed,Preston,50,Husband,Married,Male,"Geologist, engineering",None,Catholic
8080,55,Morris Road,Lorraine,Preston,11,Daughter,NA,Female,Student,None,NA
8081,55,Morris Road,Mark,Preston,9,Son,NA,Male,Student,None,NA
8082,56,Morris Road,Kieran,Arnold,44,Head,Divorced,Male,Video editor,None,Catholic
8083,56,Morris Road,Paul,Douglas,17,Son,NA,Male,Student,None,NA
8084,56,Morris Road,Thomas,Douglas,16,Son,NA,Male,Student,None,NA
8085,56,Morris Road,Kyle,Douglas,11,Son,NA,Male,Student,None,NA
8086,56,Morris Road,Ruth,Douglas,10,Daughter,NA,Female,Student,None,NA
8087,56,Morris Road,Jason,Douglas,6,Son,NA,Male,Student,None,NA
8088,57,Morris Road,Debra,Oliver,69,Head,Married,Female,Retired Health service manager,None,Christian
8089,57,Morris Road,Gavin,Oliver,72,Husband,Married,Male,Retired Archivist,None,None
8090,57,Morris Road,Richard,Oliver,33,Son,Single,Male,Dancer,None,Christian
8091,57,Morris Road,Harriet,Jackson-Oliver,31,Daughter,Divorced,F,Exercise physiologist,None,Christian
8092,57,Morris Road,Annette,Jackson-Oliver,30,Daughter,Single,Female,Retail banker,None,Christian
8093,57,Morris Road,Leonard,Jackson-Oliver,29,Son,Single,Male,Firefighter,None,None
8094,57,Morris Road,Leslie,Jackson-Oliver,4,Son,NA,Male,Child,None,NA
8095,58,Morris Road,Jeremy,Murphy,48,Head,Married,Male,Agricultural engineer,None,Christian
8096,58,Morris Road,Irene,Murphy,48,Wife,Married,Female,Advertising account executive,None,Christian
8097,59,Morris Road,Molly,Burrows,60,Head,Married,Female,Podiatrist,None,Christian
8098,59,Morris Road,Callum,Burrows,61,Husband,Married,Male,"Scientist, forensic",None,None
8099,59,Morris Road,Tracy,Burrows,30,Daughter,Single,Female,Purchasing manager,None,Christian
8100,59,Morris Road,Albert,Burrows,17,Son,NA,M,Student,None,NA
8101,60,Morris Road,Stephanie,James,36,Head,Married,Female,Dietitian,None,None
8102,60,Morris Road,Declan,James,42,Husband,Married,Male,Air traffic controller,None,None
8103,60,Morris Road,Gemma,James,3,Daughter,NA,Female,Child,None,NA
8104,61,Morris Road,Anne,Griffin,56,Head,Married,Female,Clothing/textile technologist,None,Christian
8105,61,Morris Road,Donald,Griffin,58,Husband,Married,Male,Fitness centre manager,None,None
8106,61,Morris Road,Linda,Griffin,28,Daughter,Single,Female,"Engineer, materials",None,Christian
8107,62,Morris Road,Paula,Williams,38,Head,Single,Female,Unemployed,None,Catholic
8108,62,Morris Road,Brett,Williams,6,Son,NA,Male,Student,None,NA
8109,62,Morris Road,Stanley,Williams,3,Son,NA,Male,Child,None,NA
8110,62,Morris Road,Grace,Williams,2,Daughter,NA,Female,Child,None,NA
8111,62,Morris Road,Zoe,Williams,2,Daughter,NA,Female,Child,None,NA
8112,63,Morris Road,Julian,Foster,88,Head,Married,Male,"Retired Psychotherapist, dance movement",None,Methodist
8113,63,Morris Road,Jasmine,Foster,89,Wife,Married,Female,"Retired Civil engineer, consulting",None,Methodist
8114,64,Morris Road,Diana,Dixon,65,Head,Married,Female,"Pharmacist, community",None,Methodist
8115,64,Morris Road,Frederick,Dixon,68,Husband,Married,Male,Retired Television production assistant,None,Methodist
8116,64,Morris Road,Abigail,Dixon,26,Daughter,Single,Female,Further education lecturer,None,Methodist
8117,64,Morris Road,Charlie,Dixon,5,Son,NA,Male,Student,None,NA
8118,65,Morris Road,Emily,Price,79,Head,Widowed,Female,Retired Ergonomist,None,None
8119,66,Morris Road,Shannon,Johnson,77,Head,Married,Female,Retired Data scientist,None,None
8120,66,Morris Road,Adrian,Johnson,79,Husband,Married,Male,Retired Brewing technologist,None,None
8121,66,Morris Road,Simon,Johnson,38,Son,Single,Male,Copy,None,None
8122,66,Morris Road,Mohamed,Johnson,38,Son,Single,Male,Furniture conservator/restorer,None,None
8123,67,Morris Road,Amy,O'Sullivan,77,Head,Married,Female,Retired Economist,None,None
8124,67,Morris Road,Scott,O'Sullivan,83,Husband,Married,Male,Retired Make,None,None
8125,67,Morris Road,Mary,O'Sullivan,47,Daughter,Divorced,Female,"Therapist, drama",None,None
8126,67,Morris Road,Victor,O'Sullivan,45,Son,Single,Male,Armed forces logistics/support/administrative officer,None,None
8127,67,Morris Road,Marc,O'Sullivan,42,Son,Single,Male,Press sub,None,None
8128,67,Morris Road,Arthur,O'Sullivan,40,Son,Single,male,Recruitment consultant,None,None
8129,68,Morris Road,Joanna,Graham,22,Head,Married,Female,University Student,None,Catholic
8130,68,Morris Road,Jonathan,Graham,26,Husband,Married,Male,Human resources officer,None,Catholic
8131,69,Morris Road,Hannah,Goodwin-Carter,31,Head,Married,Female,"Programme researcher, broadcasting/film/video",None,Christian
8132,69,Morris Road,Brett,Goodwin-Carter,32,Husband,Married,Male,Paediatric nurse,None,Christian
8133,69,Morris Road,Denis,Goodwin-Carter,4,Son,NA,Male,Child,None,NA
8134,70,Morris Road,Sylvia,Jones,32,Head,Single,Female,Higher education careers adviser,None,None
8135,71,Morris Road,Claire,Davies,48,Head,Married,Female,Dealer,None,None
8136,71,Morris Road,Clive,Davies,47,Husband,Married,Male,Advertising account planner,None,None
8137,71,Morris Road,Kate,Davies,35,Daughter,Single,Female,Make,None,None
